SKU,productCategoryId,productCategory_caption_UKR,productCategory_caption_RU,productCategory_caption_ENG,productTypeId,productType_caption_UKR,productType_caption_RU,productType_caption_ENG,brandId,lagerUnitQuantity,lagerUnitTypeId,lagerUnitType_caption,trademark,countryOfOrigin,countryOfOrigin_caption,commodity_group,commodity_group_caption_UKR,commodity_group_caption_RU,commodity_group_caption_ENG
756142,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1909.0,напівтверді сири - Дорожчі - Національний - Елітні - Кольорові,полутвердые сыры - Более дорогие - Национальный - Элитные - Цветные,semi-hard cheese — More expensive — National — Elite — Colored,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
756182,7405.0,Хліб житній пшеничний без добавок власного виробництва,Хлеб тостовый пшеничный без добавок собств произв,"Plain wheat bread, toast-type, own production",380.0,Хліб - без добавок - пшеничний,Хлеб - без добавок - пшеничный,Bread — plain — wheat,,400.0,1,г         ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
756225,6892.0,Хліб подовий пшеничний з добавками власного виробництва,Хлеб подовый пшеничный с добавками собств произв,"Flavored wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
756229,8512.0,Пиріг пісочний з ягідної начинкою сп,Пирог песочный с ягодной начинкой СП,"Shortcrust pie with berry stuff, joint production",4733.0,Здоба - велика - солодка,Сдоба - крупная - сладкая,Fancy bread — large — sweet,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
756231,8530.0,Булка подова дрібноштучну з добавками власного виробництва,Булка подовая мелкоштучн с добавками собств произв,"Small flavored bread roll baked in the hearth, own production",4699.0,булка дрібноштучних,Булка мелкоштучная,Small bread rolls,,70.0,1,г         ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
756232,6892.0,Хліб подовий пшеничний з добавками власного виробництва,Хлеб подовый пшеничный с добавками собств произв,"Flavored wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
756332,6912.0,,Пицца с овощной начинкой собственного производства,,,,,,,40.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
756639,5954.0,,Творог,,3282.0,,ТГ Творожная продукция - Творог - 5%,,8276.0,500.0,1,г         ,5070.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
756640,5954.0,,Творог,,3282.0,,ТГ Творожная продукция - Творог - 5%,,8276.0,1.0,2,кг        ,5070.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
758012,8134.0,Сирники з добавками власного виробництва,Сырники с добавками собственного производства,"Curd fritter, flavored, own production",629.0,запіканки,Запеканки,Baked puddings,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
758013,6891.0,Хліб подовий пшеничний зерновий власного виробництва,Хлеб подовый пшеничный зерновой собств произв,"Wheat grain bread baked in the hearth, own production",380.0,Хліб - без добавок - пшеничний,Хлеб - без добавок - пшеничный,Bread — plain — wheat,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
758028,6911.0,Піца з м'ясною начинкою власного виробництва,Пицца с мясной начинкой собственного производства,"Pizza with meat stuff, own production",,,,,,400.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
758029,6911.0,Піца з м'ясною начинкою власного виробництва,Пицца с мясной начинкой собственного производства,"Pizza with meat stuff, own production",,,,,,400.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
758420,5838.0,Вода імпортна газована,Вода импортная газированная,"Water, import, sparkling",3455.0,Лікувально-столова вода - Імпорт - Скло,Лечебно-столовая вода - Импорт - Стекло,Therapeutic-table water — Import — Glass,1085.0,0.5,3,л         ,6497.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
758421,5837.0,Вода імпортна негазована,Вода импортная негазированная,"Water, import, still",3455.0,Лікувально-столова вода - Імпорт - Скло,Лечебно-столовая вода - Импорт - Стекло,Therapeutic-table water — Import — Glass,1085.0,0.5,3,л         ,6497.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
758541,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1907.0,напівтверді сири - Дорожчі - Національний - Елітні - Козине / овече молоко,полутвердые сыры - Более дорогие - Национальный - Элитные - Козье/овечье молоко,semi-hard cheese — More expensive — National — Elite — Cow/sheep milk,8292.0,1.0,2,кг        ,8902.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
758549,5923.0,Йогурти,Йогурты,Yoghurts,3553.0,йогурт - густий - без наповнювача,йогурт - густой - без наполнителя,Yoghurt — firm —plain,877.0,280.0,1,г         ,1238.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
759658,7001.0,Слойка з фруктовою начинкою власного виробництва,Слойка с фруктовой начинкой собств производства,"Turnover with fruit stuff, own production",2243.0,Слойка - солодка,Слойка - сладкая,Turnover — sweet,,90.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
759659,6985.0,Круасан з шоколадною начинкою власного виробництва,Круассан с шоколадной начинкой собств производства,"Croissant with chocolate stuff, own production",1014.0,Круасан,Круассан,Croissant,,60.0,1,г         ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
759662,6916.0,Сендвіч з м'ясною начинкою власного виробництва,Сендвич с мясной начинкой собств производства,"Sandwich with meat, own production",2572.0,сендвіч,Сэндвич,Sandwich,,185.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
760893,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3452.0,Смакова вода - Україна - ПЕТ - від 1л до 2л,Вкусовая вода - Украина - ПЭТ - от 1л до 2л,Flavored water — Ukraine — PET — from 1 to 2 L,8309.0,2.0,3,л         ,3799.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
761062,6887.0,Лаваш грузинський власного виробництва,Лаваш грузинский собственного производства,"Georgian lavash, own production",1054.0,лаваш,Лаваш,Lavash,,200.0,1,г         ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
761066,7015.0,Хліб пшеничний з добавками власного виробництва,Хлеб пшеничный с добавками собств производства,"Flavored wheat bread, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,400.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
761069,6893.0,Хліб подовий пшеничний з висівками власного виробництва,Хлеб подовый пшеничный с отрубями собств произв,"Wheat bran bread baked in the hearth, own production",380.0,Хліб - без добавок - пшеничний,Хлеб - без добавок - пшеничный,Bread — plain — wheat,,400.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
761070,7020.0,Хліб житньо-пшеничний з висівками власного виробництва,Хлеб ржано-пшеничный с отрубями собств произв,"Rye-wheat bran bread, own production",382.0,Хліб - без добавок - житньо-пшеничний,Хлеб - без добавок - ржано-пшеничный,Bread — plain — rye-wheat,,500.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
761507,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3468.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Негазована,Столовая вода - Украина - ПЭТ - от 1л до 2л - Негазированная,Table water — Ukraine — PET — from 1 to 2 L — Still,1424.0,2.0,3,л         ,963.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
762565,6892.0,Хліб подовий пшеничний з добавками власного виробництва,Хлеб подовый пшеничный с добавками собств произв,"Flavored wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
763745,5923.0,Йогурти,Йогурты,Yoghurts,3553.0,йогурт - густий - без наповнювача,йогурт - густой - без наполнителя,Yoghurt — firm —plain,2737.0,230.0,1,г         ,5367.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
763746,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,2737.0,230.0,1,г         ,5367.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
763770,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,2313.0,140.0,1,г         ,4890.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
763773,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,877.0,275.0,1,г         ,1238.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
763774,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,877.0,280.0,1,г         ,1238.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
764533,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3463.0,Столова вода - Україна - ПЕТ - більш 3л,Столовая вода - Украина - ПЭТ - более 3л,Table water — Ukraine — PET — more than 3 L,1241.0,5.0,3,л         ,4254.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
764894,6861.0,Булка дрібноштучних з добавками власного виробництва,Булка мелкоштучная с добавками собств производства,"Small flavored bread roll, own production",4700.0,Булочні вироби - Для бургера,Булочные изделия - Для бургера,Rolls and buns — For burgers,,80.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
766450,5954.0,,Творог,,3282.0,,ТГ Творожная продукция - Творог - 5%,,1594.0,1.0,2,кг        ,1173.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
766893,6955.0,Печиво руч роботи пекарня з добав власного виробництва,Печенье руч работы пекарня с добав собств произв,"Hand-made cookies, flavored, hot bakery, own production",4047.0,Печиво,Печенье,Cookies,,50.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
766998,6911.0,Піца з м'ясною начинкою власного виробництва,Пицца с мясной начинкой собственного производства,"Pizza with meat stuff, own production",,,,,,40.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
766999,6912.0,,Пицца с овощной начинкой собственного производства,,,,,,,40.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
767000,6913.0,Піца з сирною начинкою власного виробництва,Пицца с сырной начинкой собственного производства,"Pizza with cheese, own production",,,,,,80.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
767001,6912.0,,Пицца с овощной начинкой собственного производства,,,,,,,500.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
767502,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1892.0,напівтверді сири - Дешевші - Національний - Великопористий / Пластової - Голландський,полутвердые сыры - Более дешевые - Национальный - Крупнопористый/Пластовой - Голландский,semi-hard cheese — Cheaper— National — Coarse-pored/layered — Gollandsky,6666.0,1.0,2,кг        ,9003.0,1.0,Україна,5550352,Сири на вагу,Сыры весовые,Cheese
768949,5922.0,Десерти молочні,Десерты молочные,Milk desserts,399.0,Десерт - кондитерський,Десерт - кондитерский,Dessert - confectionary,967.0,230.0,1,г         ,2542.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
768950,5923.0,Йогурти,Йогурты,Yoghurts,697.0,Йогурт - густий - до 200г,Йогурт - густой - до 200г,Yoghurt — firm — up to 200 g,967.0,115.0,1,г         ,2060.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
769238,6988.0,Круасан без начинки власного виробництва,Круассан без начинки собственного производства,"Plain croissant, own production",1014.0,Круасан,Круассан,Croissant,,60.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
769428,5923.0,Йогурти,Йогурты,Yoghurts,4240.0,,Йогурт ложковой - фермерский - козий,,8544.0,800.0,1,г         ,15339.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
770178,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3452.0,Смакова вода - Україна - ПЕТ - від 1л до 2л,Вкусовая вода - Украина - ПЭТ - от 1л до 2л,Flavored water — Ukraine — PET — from 1 to 2 L,1725.0,2.0,3,л         ,4585.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
770179,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3452.0,Смакова вода - Україна - ПЕТ - від 1л до 2л,Вкусовая вода - Украина - ПЭТ - от 1л до 2л,Flavored water — Ukraine — PET — from 1 to 2 L,1725.0,2.0,3,л         ,4585.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
770180,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3452.0,Смакова вода - Україна - ПЕТ - від 1л до 2л,Вкусовая вода - Украина - ПЭТ - от 1л до 2л,Flavored water — Ukraine — PET — from 1 to 2 L,1725.0,2.0,3,л         ,4585.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
770236,5429.0,Кокос,Кокос,Coconut,4766.0,Тропічні фрукти - Кокос - Питний,Тропические фрукты - Кокос - Питьевой,Tropical fruit — Coconut— Drinkable,,1.0,6,шт        ,9666.0,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
770254,5430.0,Манго,Манго,Mango,,,,,,1.0,6,шт        ,9666.0,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
770350,6781.0,Хліб житньо-пшеничний без добавок допік,Хлеб ржано-пшеничный без добавок допек,"Plain rye-wheat bread, parbaking",382.0,Хліб - без добавок - житньо-пшеничний,Хлеб - без добавок - ржано-пшеничный,Bread — plain — rye-wheat,8274.0,180.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
770351,6777.0,Хліб пшеничний без добавок допік,Хлеб пшеничный без добавок допек,"Plain wheat bread, parbaking",380.0,Хліб - без добавок - пшеничний,Хлеб - без добавок - пшеничный,Bread — plain — wheat,8274.0,300.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
770356,6762.0,Слойка з м'ясною начинкою допік,Слойка с мясной начинкой допек,"Turnover with meat stuff, parbaking",2244.0,Слойка - солона,Слойка - соленая,Turnover — salty,8274.0,80.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
770357,6781.0,Хліб житньо-пшеничний без добавок допік,Хлеб ржано-пшеничный без добавок допек,"Plain rye-wheat bread, parbaking",382.0,Хліб - без добавок - житньо-пшеничний,Хлеб - без добавок - ржано-пшеничный,Bread — plain — rye-wheat,8274.0,300.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
770358,6771.0,Багет з добавками допік,Багет с добавками допек,"Baguette loaf, flavored, par baked",4646.0,Багет - С добавками,Багет - С добавками,Baguette loaf — Flavored,8274.0,250.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
771313,5838.0,Вода імпортна газована,Вода импортная газированная,"Water, import, sparkling",3453.0,Лікувально-столова вода - Імпорт - Ж / б,Лечебно-столовая вода - Импорт - Ж/б,Therapeutic-table water — Import — Tin can,1241.0,1.32,3,л         ,4970.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
771317,8134.0,Сирники з добавками власного виробництва,Сырники с добавками собственного производства,"Curd fritter, flavored, own production",629.0,запіканки,Запеканки,Baked puddings,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
773308,5839.0,Вода імпортна слабогазована,Вода импортная слабогазированная,"Water, import, slightly sparkling",3460.0,Столова вода - Імпорт - ПЕТ,Столовая вода - Импорт - ПЭТ,Table water — Import — PET,8152.0,0.5,3,л         ,13456.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
773421,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,967.0,230.0,1,г         ,2275.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
773422,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,967.0,230.0,1,г         ,2275.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
773423,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,967.0,230.0,1,г         ,2275.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
773424,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,967.0,230.0,1,г         ,2275.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
773425,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,967.0,230.0,1,г         ,2275.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
773583,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,1594.0,90.0,1,г         ,1089.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
773584,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,1594.0,90.0,1,г         ,1089.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
774098,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3468.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Негазована,Столовая вода - Украина - ПЭТ - от 1л до 2л - Негазированная,Table water — Ukraine — PET — from 1 to 2 L — Still,8188.0,1.5,3,л         ,15452.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
774099,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3469.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Сильногазированная,Столовая вода - Украина - ПЭТ - от 1л до 2л - Сильногазированная,Table water — Ukraine — PET — from 1 to 2 L — Strongly sparkling,8188.0,1.5,3,л         ,15452.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
774100,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3465.0,"Столова вода - Україна - ПЕТ - до 0,99л - Негазована","Столовая вода - Украина - ПЭТ - до 0,99л - Негазированная",Table water — Ukraine — PET — up to 0.99 L — Still,8188.0,0.5,3,л         ,15452.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
774101,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3466.0,"Столова вода - Україна - ПЕТ - до 0,99л - Сильногазированная","Столовая вода - Украина - ПЭТ - до 0,99л - Сильногазированная",Table water — Ukraine — PET — up to 0.99 L — Strongly sparkling,8188.0,0.5,3,л         ,15452.0,,,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
774149,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1909.0,напівтверді сири - Дорожчі - Національний - Елітні - Кольорові,полутвердые сыры - Более дорогие - Национальный - Элитные - Цветные,semi-hard cheese — More expensive — National — Elite — Colored,1923.0,1.0,2,кг        ,11891.0,1.0,Україна,5550352,Сири на вагу,Сыры весовые,Cheese
774157,5922.0,Десерти молочні,Десерты молочные,Milk desserts,402.0,Десерти молочні - понад 200г,Десерты молочные - свыше 200г,Milk desserts —more than 200 g,2313.0,230.0,1,г         ,1213.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
774158,5922.0,Десерти молочні,Десерты молочные,Milk desserts,402.0,Десерти молочні - понад 200г,Десерты молочные - свыше 200г,Milk desserts —more than 200 g,2313.0,230.0,1,г         ,1213.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
774875,6892.0,Хліб подовий пшеничний з добавками власного виробництва,Хлеб подовый пшеничный с добавками собств произв,"Flavored wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
774877,7022.0,Хліб подовий житньо-пшен з добавками власного виробництва,Хлеб подовый ржано-пшен с добавками собств произв,"Flavored rye-wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
774878,6892.0,Хліб подовий пшеничний з добавками власного виробництва,Хлеб подовый пшеничный с добавками собств произв,"Flavored wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
774879,7022.0,Хліб подовий житньо-пшен з добавками власного виробництва,Хлеб подовый ржано-пшен с добавками собств произв,"Flavored rye-wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
774883,6892.0,Хліб подовий пшеничний з добавками власного виробництва,Хлеб подовый пшеничный с добавками собств произв,"Flavored wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
775006,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,7418.0,115.0,1,г         ,5146.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775007,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,7418.0,115.0,1,г         ,5146.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775008,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,7418.0,55.0,1,г         ,1142.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775009,5922.0,Десерти молочні,Десерты молочные,Milk desserts,3554.0,"Пудинг, мус","Пудинг, мусс","Pudding, mousse",7418.0,175.0,1,г         ,5146.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775010,5922.0,Десерти молочні,Десерты молочные,Milk desserts,3554.0,"Пудинг, мус","Пудинг, мусс","Pudding, mousse",7418.0,175.0,1,г         ,5146.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775011,5922.0,Десерти молочні,Десерты молочные,Milk desserts,3554.0,"Пудинг, мус","Пудинг, мусс","Pudding, mousse",7418.0,175.0,1,г         ,5146.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775012,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,7418.0,125.0,1,г         ,1142.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775014,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,7418.0,150.0,1,г         ,1142.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775015,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,7418.0,125.0,1,г         ,1142.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775017,5922.0,Десерти молочні,Десерты молочные,Milk desserts,3554.0,"Пудинг, мус","Пудинг, мусс","Pudding, mousse",7418.0,175.0,1,г         ,5146.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775018,5922.0,Десерти молочні,Десерты молочные,Milk desserts,400.0,Десерти молочні - до 200г,Десерты молочные - до 200г,Milk desserts — up to 200 g,7418.0,100.0,1,г         ,1142.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
775398,6892.0,Хліб подовий пшеничний з добавками власного виробництва,Хлеб подовый пшеничный с добавками собств произв,"Flavored wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
775399,6892.0,Хліб подовий пшеничний з добавками власного виробництва,Хлеб подовый пшеничный с добавками собств произв,"Flavored wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
775400,7022.0,Хліб подовий житньо-пшен з добавками власного виробництва,Хлеб подовый ржано-пшен с добавками собств произв,"Flavored rye-wheat bread baked in the hearth, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,1.0,2,кг        ,15156.0,,,5550412,Випічка,Выпечкa,Bakery
775484,8270.0,,Шаурма собственного производства,,,,,,,200.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
775485,8270.0,,Шаурма собственного производства,,,,,,,300.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
775501,6916.0,Сендвіч з м'ясною начинкою власного виробництва,Сендвич с мясной начинкой собств производства,"Sandwich with meat, own production",,,,,,140.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
775502,6916.0,Сендвіч з м'ясною начинкою власного виробництва,Сендвич с мясной начинкой собств производства,"Sandwich with meat, own production",,,,,,140.0,1,г         ,9666.0,,,5550412,Випічка,Выпечкa,Bakery
775659,6479.0,Сири тверді гауда,Сыры твердые гауда,"Hard cheese, Gouda",1908.0,напівтверді сири - Дорожчі - Національний - Елітні - Коров&#39;яче молоко,полутвердые сыры - Более дорогие - Национальный - Элитные - Коровье молоко,semi-hard cheese — More expensive — National — Elite — Cow milk,2737.0,1.0,2,кг        ,7440.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
775660,6479.0,Сири тверді гауда,Сыры твердые гауда,"Hard cheese, Gouda",1908.0,напівтверді сири - Дорожчі - Національний - Елітні - Коров&#39;яче молоко,полутвердые сыры - Более дорогие - Национальный - Элитные - Коровье молоко,semi-hard cheese — More expensive — National — Elite — Cow milk,2737.0,1.0,2,кг        ,7440.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
776160,5954.0,,Творог,,3283.0,,ТГ Творожная продукция - Творог - 9% и более,,1594.0,180.0,1,г         ,1173.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
